carat	cut	color	clarity	depth	table	price	x	y	z
1.02	Premium	E	VS2	61.6	60.0	6580	6.51	6.42	3.98
1.33	Premium	G	VS2	58.6	61.0	9682	7.21	7.17	4.21
0.8	Very Good	H	VS2	63.4	60.0	2797	5.92	5.82	3.72
1.08	Ideal	J	SI1	62.1	55.0	4633	6.54	6.57	4.07
0.34	Ideal	H	VS2	61.5	56.0	555	4.47	4.5	2.76
0.7	Good	F	SI1	63.5	59.0	1988	5.58	5.64	3.56
0.5	Fair	F	VS1	62.9	68.0	1348	5.02	4.96	3.14
0.3	Ideal	F	VS1	61.0	56.0	731	4.37	4.35	2.66
0.71	Good	I	SI1	60.0	64.0	1651	5.71	5.79	3.45
0.51	Premium	E	SI1	60.3	56.0	1443	5.27	5.17	3.15
0.51	Ideal	D	VS2	60.5	56.0	1767	5.21	5.2	3.15
0.36	Ideal	F	SI1	61.5	56.0	770	4.62	4.59	2.83
0.63	Premium	F	SI1	60.9	56.0	1736	5.58	5.56	3.39
0.23	Premium	D	VVS2	58.9	60.0	688	4.03	3.95	2.35
0.23	Very Good	D	VVS2	61.9	58.0	530	3.91	3.94	2.43
1.6	Ideal	H	VS1	61.4	57.0	12566	7.53	7.59	4.64
0.58	Fair	G	VS2	65.0	56.0	1430	5.23	5.17	3.38
1.22	Good	H	SI2	63.5	56.0	6250	6.84	6.77	4.32
0.33	Very Good	D	VVS2	59.5	56.0	933	4.51	4.56	2.7
1.04	Very Good	G	SI2	60.6	57.0	4703	6.56	6.6	3.99
1.44	Ideal	G	VS1	62.6	57.0	12093	7.21	7.19	4.51
1.7	Premium	G	SI1	62.5	61.0	13737	7.54	7.47	4.69
0.41	Ideal	H	SI1	61.3	55.0	1056	4.81	4.85	2.96
0.31	Very Good	F	VS2	63.4	56.0	802	4.34	4.31	2.74
0.45	Very Good	F	VS1	62.1	59.0	1179	4.85	4.81	3.0
1.01	Ideal	G	VS2	60.9	57.0	6663	6.48	6.51	3.95
0.51	Good	D	VS2	58.0	60.0	1831	5.26	5.29	3.06
1.11	Ideal	F	VS2	61.8	56.0	9057	6.66	6.7	4.13
1.8	Ideal	F	SI1	61.8	57.0	16364	7.79	7.83	4.83
1.8	Ideal	H	VS1	62.3	56.0	15105	7.79	7.76	4.84
0.7	Very Good	I	VVS2	63.0	58.0	2367	5.64	5.69	3.57
0.9	Ideal	G	VS2	62.4	54.0	4309	6.22	6.19	3.87
0.61	Premium	D	SI2	60.8	57.0	1308	5.48	5.4	3.31
1.02	Good	F	VS1	63.7	57.0	7068	6.35	6.39	4.06
0.58	Fair	G	VS1	64.7	60.0	1701	5.23	5.28	3.41
0.9	Very Good	J	SI2	63.6	58.0	2860	6.07	6.1	3.87
1.55	Ideal	J	SI1	61.7	54.0	7987	7.42	7.55	4.62
0.92	Very Good	H	VS1	59.7	63.0	4721	6.34	6.29	3.77
1.07	Very Good	G	VVS2	62.8	57.0	7975	6.46	6.56	4.09
2.24	Premium	I	SI2	62.5	59.0	16097	8.36	8.28	5.2
1.83	Very Good	E	SI2	62.8	56.0	13134	7.76	7.82	4.89
1.03	Ideal	G	SI2	61.8	55.0	4582	6.46	6.51	4.01
0.34	Very Good	E	SI2	62.9	56.0	477	4.45	4.48	2.81
1.04	Very Good	D	SI1	58.9	58.0	6138	6.66	6.69	3.93
0.31	Good	D	SI1	63.9	54.0	732	4.3	4.27	2.74
0.36	Ideal	F	VS1	61.6	56.0	819	4.62	4.64	2.85
1.51	Premium	F	SI1	60.9	61.0	11666	7.32	7.3	4.45
2.18	Ideal	J	VS2	62.2	55.0	16427	8.32	8.36	5.19
0.32	Ideal	G	VVS1	61.8	56.0	786	4.39	4.41	2.72
1.08	Ideal	H	SI1	62.2	57.0	4333	6.56	6.6	4.09
0.38	Ideal	G	VS2	61.9	54.1	757	4.66	4.69	2.89
1.0	Very Good	D	VS2	59.8	60.0	7281	6.46	6.49	3.87
0.83	Good	I	VS2	64.6	54.0	2774	5.85	5.88	3.79
1.02	Premium	J	SI1	63.0	58.0	3856	6.44	6.39	4.04
0.4	Ideal	J	SI1	61.4	55.0	612	4.75	4.8	2.93
1.02	Very Good	E	I1	60.6	63.0	3141	6.46	6.52	3.93
0.52	Very Good	G	VS1	59.5	58.0	1621	5.21	5.28	3.12
1.21	Very Good	H	SI1	63.5	58.0	4944	6.73	6.63	4.24
0.34	Ideal	I	SI1	62.3	55.0	459	4.42	4.47	2.77
0.3	Ideal	G	IF	61.4	57.0	895	4.33	4.37	2.67
0.7	Fair	H	VS2	64.9	56.0	1981	5.49	5.51	3.57
1.11	Premium	H	SI2	59.3	59.0	3854	6.8	6.76	4.02
1.06	Ideal	G	VVS2	60.3	57.0	8726	6.61	6.68	4.01
2.0	Premium	H	SI2	60.7	60.0	15312	8.07	8.11	4.91
0.53	Ideal	H	VVS2	61.8	56.0	1674	5.2	5.22	3.22
0.3	Ideal	I	VS1	61.0	58.0	491	4.3	4.33	2.63
0.31	Ideal	F	SI1	62.0	54.0	628	4.36	4.38	2.71
0.46	Ideal	H	IF	62.2	55.0	1450	4.94	4.99	3.09
0.31	Very Good	G	VVS1	62.6	61.0	816	4.28	4.31	2.69
0.23	Ideal	E	VVS2	62.8	57.0	530	3.91	3.96	2.47
0.25	Premium	E	VS2	59.7	61.0	525	4.1	4.08	2.44
0.7	Premium	E	SI2	63.0	58.0	2335	5.69	5.64	3.57
1.01	Good	D	SI1	63.9	60.0	5055	6.29	6.32	4.03
0.25	Ideal	E	VVS2	61.6	57.0	576	4.08	4.1	2.52
1.22	Ideal	D	VS2	61.7	56.0	10538	6.89	6.86	4.24
1.11	Good	I	VS2	63.6	58.0	5054	6.57	6.52	4.16
0.7	Premium	J	VVS2	60.6	58.0	1764	5.73	5.82	3.5
1.6	Ideal	G	IF	59.8	54.0	16547	7.75	7.63	4.6
0.42	Ideal	I	VS2	62.1	56.0	1081	4.78	4.85	2.99
0.5	Very Good	D	SI1	60.3	59.0	1415	5.11	5.14	3.09
1.14	Ideal	G	VS1	62.3	56.0	7948	6.73	6.7	4.18
1.01	Fair	J	VS2	65.8	55.0	3190	6.29	6.24	4.12
1.2	Premium	G	SI2	59.9	59.0	5250	6.92	6.98	4.16
0.5	Good	E	VS2	63.1	61.0	1419	5.0	5.05	3.17
1.25	Premium	F	VS2	60.8	58.0	9702	6.98	6.93	4.23
0.32	Premium	G	VS1	60.6	60.0	828	4.44	4.4	2.68
0.74	Premium	G	VS1	59.5	58.0	2574	5.95	5.89	3.52
0.51	Very Good	E	SI1	60.8	57.0	1363	5.12	5.17	3.13
0.32	Ideal	D	VS2	62.6	55.0	972	4.39	4.37	2.74
0.5	Ideal	E	SI2	62.5	57.0	1154	5.04	5.07	3.16
0.33	Ideal	F	VS2	60.5	55.0	666	4.47	4.55	2.73
1.7	Premium	I	VS1	59.8	59.0	12737	7.79	7.7	4.63
0.54	Good	E	VS2	63.1	58.0	1637	5.13	5.21	3.26
0.3	Very Good	G	VS2	63.1	57.0	675	4.28	4.24	2.69
1.01	Very Good	G	VS1	63.1	57.0	6936	6.32	6.39	4.01
0.4	Good	I	VS2	64.1	57.0	695	4.65	4.61	2.97
0.71	Very Good	I	SI1	62.6	59.0	2218	5.67	5.7	3.56
1.01	Good	G	VS2	58.9	61.0	5756	6.46	6.55	3.83
1.04	Ideal	E	SI2	62.3	55.0	5531	6.46	6.49	4.03
1.05	Good	H	SI1	63.2	56.0	4937	6.47	6.51	4.1
0.9	Good	E	VS2	63.1	58.0	4580	6.11	6.15	3.87
0.5	Very Good	E	VS1	60.9	58.0	1801	5.07	5.11	3.1
0.5	Premium	F	VS1	61.6	58.0	1715	5.11	5.06	3.13
0.31	Premium	G	VVS2	60.5	58.0	707	4.39	4.43	2.67
0.86	Ideal	E	SI2	60.0	56.0	3478	6.22	6.24	3.74
1.06	Ideal	J	VS2	62.4	54.0	4643	6.51	6.57	4.08
0.53	Ideal	F	IF	61.3	57.0	2658	5.19	5.21	3.19
0.71	Ideal	E	VS1	62.0	57.0	3380	5.72	5.66	3.53
1.26	Premium	H	SI1	62.1	57.0	6435	6.94	6.88	4.29
1.69	Ideal	G	SI1	61.8	53.0	11843	7.68	7.71	4.75
0.93	Ideal	H	SI1	61.7	55.0	4317	6.26	6.29	3.87
0.34	Ideal	D	VS2	61.9	55.0	802	4.49	4.52	2.79
0.3	Ideal	G	VS1	62.3	56.0	605	4.29	4.32	2.68
1.19	Premium	H	SI1	61.4	58.0	5595	6.79	6.83	4.18
1.0	Ideal	I	SI2	61.7	56.0	2873	6.45	6.41	3.97
1.06	Premium	D	VS2	62.3	59.0	7541	6.48	6.52	4.05
0.55	Ideal	G	VVS1	61.5	55.0	2473	5.28	5.26	3.24
0.31	Ideal	D	VVS1	62.1	54.0	934	4.34	4.36	2.7
0.31	Good	F	VS2	63.9	56.0	625	4.29	4.32	2.75
0.32	Premium	J	SI1	61.6	58.0	480	4.4	4.36	2.7
0.34	Ideal	D	VS2	61.0	56.0	967	4.51	4.54	2.76
0.64	Very Good	H	VVS2	60.0	59.0	2060	5.59	5.65	3.37
0.54	Ideal	D	VS2	61.9	55.0	1817	5.23	5.24	3.24
0.32	Good	G	VS2	56.7	64.0	603	4.52	4.55	2.57
0.71	Good	E	SI2	58.7	61.0	2226	5.73	5.78	3.38
0.35	Ideal	I	SI2	61.6	55.0	580	4.62	4.53	2.82
0.72	Premium	D	SI1	62.7	59.0	2782	5.73	5.69	3.58
1.01	Premium	G	VS1	61.7	56.0	6882	6.53	6.46	4.01
0.7	Good	D	SI1	64.2	62.0	2318	5.52	5.48	3.53
1.02	Very Good	D	SI1	62.8	58.0	5733	6.37	6.41	4.01
1.01	Very Good	G	IF	62.8	57.0	8621	6.39	6.42	4.02
0.42	Premium	H	VVS1	62.0	58.0	1068	4.79	4.82	2.98
0.57	Ideal	D	VS2	61.8	56.0	2103	5.34	5.31	3.29
0.71	Very Good	G	SI1	61.7	59.0	2448	5.72	5.78	3.55
0.9	Premium	H	SI2	62.1	59.0	3326	6.13	6.04	3.78
0.27	Ideal	G	VS2	61.4	55.0	459	4.19	4.21	2.58
0.32	Premium	H	VS2	61.9	58.0	648	4.39	4.37	2.71
1.55	Premium	J	VS1	61.6	58.0	7733	7.39	7.42	4.56
0.23	Very Good	D	VVS1	63.3	57.0	478	3.9	3.93	2.48
0.7	Ideal	E	VVS2	62.2	54.0	3585	5.68	5.74	3.55
1.04	Ideal	G	VVS2	62.1	55.1	8012	6.5	6.51	4.04
0.32	Ideal	D	VVS2	60.3	58.0	804	4.43	4.46	2.68
1.0	Ideal	G	VS1	62.2	56.0	6349	6.35	6.41	3.97
0.34	Ideal	E	VS1	62.4	55.0	805	4.44	4.47	2.78
0.38	Very Good	I	VS2	62.4	56.0	549	4.65	4.58	2.88
0.32	Ideal	G	SI2	61.3	56.0	407	4.44	4.47	2.73
0.6	Premium	E	VS2	62.7	58.0	1915	5.37	5.34	3.36
0.3	Ideal	F	VS2	61.8	56.0	776	4.31	4.3	2.66
1.22	Very Good	H	VS1	62.4	59.0	7673	6.91	6.85	4.29
0.25	Premium	H	VVS1	62.7	60.0	577	4.03	3.98	2.51
1.03	Very Good	G	SI1	63.1	57.0	4764	6.45	6.41	4.06
0.41	Very Good	J	VS2	63.4	56.0	784	4.73	4.7	2.99
0.41	Ideal	D	SI1	60.3	57.0	791	4.82	4.86	2.92
0.32	Ideal	D	VS2	61.6	56.0	972	4.4	4.37	2.7
0.4	Ideal	E	VVS2	61.1	57.0	895	4.77	4.79	2.92
1.15	Premium	H	SI1	62.0	58.0	5433	6.77	6.71	4.18
0.4	Ideal	H	VVS2	61.4	55.7	905	4.72	4.77	2.92
2.11	Ideal	J	VS2	61.2	55.0	14638	8.33	8.3	5.09
0.74	Ideal	D	VS1	61.3	57.0	3812	5.8	5.84	3.57
1.53	Premium	H	SI1	59.5	59.0	10398	7.53	7.46	4.46
0.51	Premium	E	I1	58.0	60.0	826	5.29	5.23	3.05
0.91	Ideal	G	VS2	62.3	57.0	4257	6.18	6.24	3.87
0.36	Premium	H	SI1	61.3	57.0	665	4.65	4.61	2.84
0.3	Very Good	H	VS2	63.5	58.0	608	4.27	4.24	2.7
1.02	Premium	F	SI1	59.2	58.0	5038	6.53	6.5	3.86
1.04	Ideal	I	SI1	62.6	56.0	4543	6.55	6.48	4.08
0.51	Ideal	E	VS1	61.8	55.0	2075	5.15	31.8	5.12
0.71	Fair	G	VS2	57.0	66.0	2623	5.83	5.81	3.32
1.03	Premium	F	SI2	62.2	60.0	3668	6.47	6.45	4.02
0.34	Premium	G	VVS2	61.6	58.0	995	4.49	4.44	2.75
0.9	Very Good	I	VS2	61.2	57.0	3720	6.15	6.2	3.78
0.38	Ideal	G	SI1	61.6	56.0	969	4.68	4.63	2.86
0.3	Ideal	G	VVS2	62.9	55.0	819	4.31	4.28	2.7
1.01	Ideal	H	SI1	62.2	57.0	4836	6.43	6.37	3.98
1.52	Premium	F	SI2	62.3	59.0	8342	7.37	7.33	4.58
2.04	Premium	J	VS2	61.4	59.0	13600	8.14	8.04	4.97
1.68	Ideal	J	VS1	61.1	57.0	10681	7.64	7.7	4.69
0.63	Ideal	G	IF	61.9	56.0	3363	5.5	5.52	3.41
1.3	Very Good	G	SI1	61.0	57.0	7985	7.01	7.06	4.29
1.08	Ideal	D	SI2	60.2	57.0	5247	6.63	6.67	4.0
0.91	Good	H	VS1	63.4	56.0	4298	6.12	6.18	3.9
0.36	Ideal	F	VS2	62.0	55.0	726	4.55	4.58	2.83
1.08	Premium	G	VS1	61.5	61.0	6532	6.62	6.55	4.05
0.72	Ideal	F	SI2	61.2	54.0	2422	5.81	5.86	3.57
0.9	Ideal	E	VS2	62.3	57.0	4788	6.19	6.17	3.85
0.31	Ideal	G	VVS1	61.2	56.0	816	4.34	4.38	2.67
1.26	Very Good	G	SI2	61.3	55.0	6001	6.94	7.0	4.27
1.02	Ideal	F	VS2	61.0	56.0	6393	6.55	6.62	4.02
0.91	Fair	E	SI2	64.5	60.0	3119	6.04	5.96	3.87
0.38	Very Good	E	VS1	63.0	56.0	891	4.61	4.63	2.91
1.53	Ideal	I	VS1	62.9	57.0	7968	7.36	7.3	4.61
0.35	Ideal	D	VS2	60.5	56.0	707	4.6	4.63	2.79
0.32	Ideal	E	VVS2	60.8	57.0	1080	4.46	4.42	2.7
0.31	Ideal	D	VS2	60.8	56.0	692	4.39	4.42	2.68
1.22	Ideal	G	SI2	59.6	56.0	5714	7.05	7.02	4.19
1.51	Premium	J	SI1	59.9	60.0	7822	7.46	7.41	4.45
0.42	Ideal	G	VVS1	61.6	55.0	1179	4.82	4.85	2.98
2.09	Premium	H	SI2	60.9	58.0	13119	8.23	8.2	5.0
1.04	Premium	F	SI2	62.8	55.0	4321	6.48	6.41	4.05
0.44	Ideal	H	SI1	61.9	57.0	733	4.9	4.92	3.04
0.52	Very Good	G	SI1	60.0	57.0	1267	5.25	5.29	3.16
0.51	Ideal	D	SI1	61.8	55.0	1687	5.18	5.14	3.19
0.51	Ideal	G	VS2	61.3	55.0	1557	5.16	5.19	3.17
0.31	Ideal	D	VS1	60.5	55.0	683	4.39	4.43	2.67
0.56	Ideal	G	VS1	61.8	55.0	1712	5.28	5.37	3.29
1.87	Ideal	J	SI1	62.3	57.0	10137	7.88	7.82	4.89
0.31	Ideal	E	VVS2	60.2	57.0	864	4.39	4.41	2.65
0.37	Very Good	H	VS2	61.2	54.0	537	4.62	4.7	2.85
1.03	Ideal	I	SI2	59.8	56.0	3530	6.64	6.58	3.95
0.31	Ideal	D	VS1	62.1	57.0	877	4.35	4.32	2.69
1.0	Premium	E	VS2	63.0	58.0	7168	6.25	6.22	3.93
0.3	Very Good	H	VVS2	63.0	56.0	581	4.24	4.27	2.68
0.41	Very Good	H	VVS1	61.4	60.0	1043	4.73	4.78	2.92
0.92	Very Good	D	VS1	61.9	58.0	7544	6.19	6.24	3.85
0.79	Very Good	D	SI2	63.2	57.0	3081	5.81	5.86	3.69
0.52	Very Good	G	VS2	63.0	55.0	1369	5.13	5.16	3.24
1.5	Premium	F	SI1	62.1	60.0	8770	7.32	7.27	4.53
0.51	Ideal	G	VVS2	61.6	56.0	1842	5.14	5.12	3.16
1.03	Ideal	J	SI1	62.3	56.0	3893	6.51	6.45	4.04
1.53	Premium	G	SI1	61.7	59.0	9747	7.4	7.31	4.54
0.62	Ideal	H	IF	61.9	55.0	2469	5.5	5.52	3.41
0.7	Very Good	J	VS2	61.1	61.0	1952	5.64	5.69	3.46
0.51	Ideal	F	VVS1	62.0	57.0	2812	5.15	5.11	3.18
0.91	Very Good	H	VS2	63.1	59.0	3853	6.16	6.13	3.88
1.01	Very Good	I	SI1	58.8	58.0	3610	6.52	6.57	3.85
0.56	Ideal	F	VVS2	61.9	56.0	2462	5.29	5.32	3.28
0.4	Good	G	VS1	59.6	61.0	820	4.8	4.86	2.88
0.32	Good	D	I1	64.0	54.0	468	4.36	4.33	2.78
0.4	Ideal	E	VVS2	62.5	54.0	1106	4.73	4.77	2.97
1.0	Very Good	F	VS1	58.1	62.0	6098	6.57	6.62	3.83
0.31	Very Good	G	VS1	60.5	57.0	640	4.39	4.42	2.67
0.71	Premium	J	VS2	62.8	61.0	1917	5.71	5.63	3.56
2.18	Ideal	I	SI2	62.5	55.0	15850	8.34	8.31	5.2
1.53	Premium	J	VS1	62.8	59.0	8205	7.34	7.31	4.6
2.1	Fair	G	SI2	65.2	56.0	13007	7.97	7.93	5.19
0.73	Very Good	F	VS2	62.5	57.0	2855	5.7	5.75	3.58
0.7	Ideal	E	VS2	62.6	55.0	3268	5.66	5.68	3.55
0.21	Premium	E	VS2	60.5	59.0	386	3.87	3.83	2.33
0.31	Premium	I	SI1	62.3	59.0	523	4.32	4.29	2.68
0.4	Very Good	G	VS2	62.9	56.0	807	4.69	4.72	2.96
0.91	Premium	F	SI2	62.6	58.0	3746	6.14	6.09	3.83
0.7	Ideal	G	SI1	61.1	57.0	2312	5.72	5.77	3.51
0.31	Ideal	G	VVS2	61.7	57.0	671	4.36	4.39	2.7
0.51	Premium	G	SI2	58.6	59.0	1026	5.3	5.25	3.09
1.0	Very Good	D	SI2	61.6	58.0	4543	6.37	6.45	3.95
1.11	Ideal	J	SI2	61.7	57.0	4092	6.63	6.69	4.11
0.4	Very Good	H	VVS1	62.3	55.0	1139	4.73	4.77	2.95
1.12	Very Good	G	VVS2	62.6	59.0	8564	6.58	6.61	4.13
1.01	Premium	E	SI2	60.6	58.0	4044	6.47	6.53	3.94
0.47	Ideal	D	VS2	61.9	56.0	1319	4.99	5.03	3.1
0.3	Premium	E	IF	61.9	58.0	1026	4.26	4.3	2.65
0.9	Ideal	F	SI2	62.3	57.0	3679	6.19	6.17	3.85
1.06	Very Good	G	SI2	61.0	57.0	4769	6.58	6.61	4.02
0.44	Ideal	E	SI1	62.6	56.0	1040	4.9	4.84	3.05
1.0	Good	D	SI2	64.3	59.0	4065	6.21	6.3	4.02
0.31	Premium	I	SI1	60.1	59.0	418	4.38	4.41	2.64
0.32	Good	F	VVS1	63.8	54.0	977	4.38	4.31	2.77
1.5	Very Good	H	VS1	63.4	59.0	10652	7.13	7.2	4.54
2.13	Ideal	H	SI1	62.2	55.0	18442	8.27	8.2	5.12
1.21	Ideal	J	SI1	61.9	54.0	5341	6.85	6.88	4.25
0.42	Ideal	G	VVS1	60.0	57.0	1235	4.86	4.84	2.91
1.1	Ideal	G	SI1	61.6	56.0	6837	6.62	6.65	4.08
1.2	Premium	D	VVS1	62.1	59.0	15686	0.0	0.0	0.0
1.1	Premium	G	VS2	60.5	60.0	6284	6.67	6.58	4.01
0.38	Ideal	F	VS2	62.2	54.0	870	4.64	4.66	2.89
0.93	Very Good	D	SI2	60.6	59.0	4214	6.3	6.34	3.83
0.47	Ideal	G	VVS2	62.2	53.0	1618	5.0	5.04	3.12
2.02	Premium	H	SI2	59.9	55.0	15996	8.28	8.17	4.93
0.35	Fair	E	VVS2	66.2	58.0	738	4.41	4.35	2.9
1.13	Ideal	G	VS2	61.9	56.0	7147	6.68	6.71	4.14
0.9	Very Good	D	VS2	63.5	61.0	4521	6.16	6.09	3.89
0.82	Ideal	E	SI2	60.9	56.0	3328	6.06	6.12	3.71
1.52	Premium	D	SI1	59.8	58.0	12823	7.55	7.51	4.5
1.53	Ideal	H	VVS2	61.9	57.0	12731	7.35	7.39	4.56
1.52	Very Good	J	SI1	59.9	57.0	7759	7.45	7.47	4.47
2.17	Premium	F	I1	60.7	59.0	9078	8.43	8.35	5.09
0.32	Ideal	E	VS2	62.1	55.0	639	4.39	4.43	2.74
2.02	Very Good	D	SI2	62.3	56.0	17263	7.99	8.06	5.0
0.32	Ideal	G	VVS2	61.5	57.0	936	4.43	4.39	2.71
0.73	Ideal	H	IF	61.4	59.0	3429	5.77	5.83	3.56
1.08	Ideal	G	VS1	61.8	58.0	7635	6.56	6.58	4.06
1.0	Ideal	D	SI1	62.5	55.0	6664	6.42	6.34	3.99
1.0	Ideal	F	SI1	61.5	57.0	5197	6.41	6.46	3.96
0.74	Fair	D	VVS2	65.4	53.0	4040	5.73	5.71	3.74
0.71	Good	E	VS2	59.2	61.0	2772	5.8	5.88	3.46
0.47	Ideal	G	VVS1	61.6	56.0	1421	4.99	5.05	3.09
0.7	Premium	F	SI1	58.6	59.0	2657	5.83	5.78	3.4
1.03	Very Good	H	SI2	62.3	57.0	4268	6.43	6.48	4.02
1.14	Ideal	F	VVS2	61.9	57.0	10786	6.73	6.68	4.15
0.33	Very Good	E	VS1	58.3	62.0	886	4.49	4.57	2.64
1.02	Ideal	G	SI2	62.7	57.0	4291	6.42	6.44	4.03
0.32	Ideal	G	VVS2	61.4	56.0	692	4.42	4.44	2.72
0.49	Premium	F	SI2	60.8	60.0	980	5.12	5.04	3.09
0.9	Very Good	F	SI1	63.4	57.0	3699	6.06	6.11	3.86
0.56	Ideal	F	VS2	60.8	56.0	1778	5.33	5.3	3.23
0.31	Premium	G	VS1	59.5	59.0	802	4.47	4.4	2.64
1.52	Ideal	J	SI1	61.9	56.0	8131	7.37	7.41	4.57
1.09	Ideal	H	SI1	61.9	57.0	5262	6.58	6.63	4.09
0.53	Good	E	VS1	63.2	56.0	1776	5.14	5.18	3.26
0.34	Ideal	H	VS1	62.3	55.0	765	4.48	4.45	2.78
0.57	Ideal	E	SI1	61.9	56.0	1608	5.32	5.35	3.3
0.31	Very Good	D	SI2	62.8	53.0	462	4.35	4.37	2.74
1.71	Premium	J	SI1	61.7	59.0	8690	7.63	7.7	4.73
0.33	Ideal	E	VS2	61.9	54.0	928	4.47	4.42	2.75
0.3	Good	H	SI1	63.4	57.0	421	4.27	4.31	2.72
0.46	Ideal	F	IF	62.0	55.0	1950	4.96	4.98	3.08
0.7	Very Good	F	SI1	60.6	60.0	2662	5.71	5.75	3.47
0.41	Ideal	G	VS2	62.5	54.0	827	4.75	4.78	2.98
1.52	Fair	G	VS2	55.2	66.0	10623	7.72	7.67	4.26
0.4	Very Good	G	SI2	62.9	57.0	630	4.68	4.7	2.95
0.52	Ideal	H	VS2	60.3	57.0	1593	5.21	5.23	3.15
0.3	Good	G	VVS1	64.0	57.0	878	4.27	4.23	2.72
0.5	Very Good	D	SI1	58.5	60.0	1436	5.13	5.19	3.02
0.39	Premium	H	VVS1	61.5	56.0	990	4.73	4.7	2.9
0.31	Ideal	G	VVS2	60.8	56.0	687	4.41	4.44	2.69
1.0	Premium	E	SI2	60.4	62.0	4014	6.52	6.42	3.91
0.32	Ideal	G	VVS2	61.2	56.0	936	4.42	4.41	2.7
0.31	Good	E	VS2	59.1	56.0	651	4.41	4.46	2.62
0.32	Ideal	H	VVS2	61.9	55.0	828	4.39	4.37	2.71
0.53	Ideal	F	VS1	61.2	56.0	1830	5.22	5.24	3.2
2.33	Premium	J	SI1	61.1	58.0	11638	8.6	8.56	5.24
0.75	Very Good	F	SI1	63.4	58.0	2734	5.75	5.79	3.66
0.53	Ideal	F	VVS2	61.3	55.0	2291	5.23	5.27	3.22
1.23	Premium	F	SI1	62.5	58.0	5641	6.83	6.76	4.25
0.31	Premium	H	SI1	59.0	57.0	573	4.44	4.4	2.61
0.43	Premium	F	VS1	59.9	58.0	1129	4.93	4.89	2.94
0.3	Good	H	VVS2	63.6	55.0	776	4.28	4.24	2.71
0.31	Very Good	H	VS2	62.5	60.0	489	4.31	4.36	2.71
0.39	Premium	E	VS2	61.4	58.0	951	4.73	4.68	2.89
0.78	Good	I	SI1	63.1	56.0	2116	5.82	5.88	3.69
0.32	Ideal	F	VVS2	62.1	55.0	800	4.37	4.39	2.72
1.5	Premium	G	VS1	62.7	58.0	14234	7.3	7.25	4.56
0.6	Ideal	E	SI2	62.5	57.0	1385	5.37	5.39	3.36
0.42	Ideal	G	VS2	61.2	56.0	1087	4.84	4.8	2.95
0.32	Premium	G	VS1	62.8	59.0	828	4.37	4.33	2.73
0.7	Premium	G	SI1	59.9	58.0	2016	5.8	5.68	3.44
0.9	Premium	D	SI2	62.7	59.0	3205	6.2	6.14	3.87
0.5	Premium	E	VS2	61.3	58.0	1746	5.12	5.06	3.12
1.12	Ideal	F	VVS2	62.2	55.0	10949	6.64	6.68	4.14
1.36	Very Good	H	VS1	59.9	58.0	9178	7.16	7.2	4.3
0.57	Ideal	D	VS2	61.7	56.0	2099	5.3	5.37	3.29
1.02	Premium	G	VVS1	62.1	59.0	8005	6.39	6.36	3.96
0.39	Ideal	I	VS1	62.5	54.0	1047	4.7	4.67	2.92
0.52	Ideal	F	VS1	62.1	56.0	1767	5.14	5.2	3.2
0.31	Ideal	I	SI1	62.2	56.0	418	4.34	4.37	2.71
0.59	Ideal	H	VS2	62.2	59.0	1648	5.38	5.34	3.33
0.41	Ideal	F	IF	61.9	56.0	1439	4.78	4.81	2.97
1.13	Premium	H	VS2	60.6	58.0	5885	6.81	6.72	4.1
0.73	Ideal	G	VVS1	61.6	56.0	3487	5.77	5.82	3.57
1.01	Good	H	VS1	63.8	59.0	5515	6.34	6.3	4.03
0.32	Premium	D	SI1	58.9	60.0	756	4.49	4.47	2.64
0.31	Ideal	H	VVS2	61.4	55.0	609	4.37	4.39	2.69
2.01	Ideal	G	SI2	61.9	57.0	17555	8.0	8.08	4.98
1.21	Ideal	H	VS1	62.8	54.0	7928	6.81	6.78	4.26
1.21	Very Good	G	VS2	62.0	58.0	7787	6.73	6.82	4.2
0.3	Premium	H	SI2	60.2	62.0	410	4.37	4.34	2.62
1.11	Ideal	H	SI1	62.3	55.0	5456	6.7	6.65	4.16
0.66	Good	F	SI1	60.4	60.1	2017	5.59	5.65	3.39
1.0	Ideal	E	VS2	59.6	57.0	7168	6.43	6.42	3.83
0.54	Premium	H	VVS2	60.6	60.0	1786	5.31	5.29	3.21
1.05	Very Good	G	SI2	63.5	57.0	4427	6.39	6.43	4.07
0.9	Very Good	E	SI2	62.4	57.0	3662	6.13	6.17	3.84
0.28	Premium	E	SI1	60.3	58.0	529	4.26	4.22	2.55
0.52	Ideal	D	SI1	63.0	57.0	1605	5.14	5.12	3.23
0.74	Ideal	J	VS1	61.6	57.0	2154	5.77	5.83	3.57
0.34	Ideal	F	VVS2	59.1	57.0	1071	4.66	4.61	2.74
1.2	Ideal	H	SI1	61.3	57.0	6675	6.81	6.85	4.19
1.55	Very Good	I	VS1	59.0	58.0	10711	7.56	7.63	4.48
0.72	Premium	F	VS1	62.4	58.0	2802	5.83	5.7	3.6
0.74	Ideal	D	VS2	61.4	58.0	3668	5.8	5.83	3.57
1.01	Premium	G	VS2	59.1	58.0	6027	6.63	6.56	3.9
0.41	Premium	E	VS2	62.1	58.0	999	4.78	4.75	2.96
0.93	Premium	E	SI2	60.5	57.0	4250	6.37	6.32	3.84
